,title,query
262,Điều 281: Thông báo về việc kháng nghị Viện kiểm sát ra quyết định kháng nghị phải gửi ngay quyết định kháng nghị cho đương sự có liên quan đến kháng nghị: Người được thông báo về việc kháng nghị có quyền gửi văn bản nêu ý kiến của mình về nội dung kháng nghị cho Tòa án cấp phúc thẩm: Văn bản nêu ý kiến của họ được đưa vào hồ sơ vụ án,Điều 281 nói về việc gửi văn bản nêu ý kiến về nội dung kháng nghị cho Tòa án cấp phúc thẩm. Tại sao việc này quan trọng trong quá trình giải quyết vụ án?
382,"Điều 85: Người đại diện Người đại diện trong tố tụng dân sự bao gồm người đại diện theo pháp luật và người đại diện theo ủy quyền: Người đại diện có thể là cá nhân hoặc pháp nhân theo quy định của Bộ luật dân sự: Người đại diện theo pháp luật theo quy định của Bộ luật dân sự là người đại diện theo pháp luật trong tố tụng dân sự, trừ trường hợp bị hạn chế quyền đại diện theo quy định của pháp luật: Cơ quan, tổ chức, cá nhân khởi kiện để bảo vệ quyền và lợi ích hợp pháp của người khác cũng là người đại diện theo pháp luật trong tố tụng dân sự của người được bảo vệ: Tổ chức đại diện tập thể lao động là người đại diện theo pháp luật cho tập thể người lao động khởi kiện vụ án lao động, tham gia tố tụng tại Tòa án khi quyền, lợi ích hợp pháp của tập thể người lao động bị xâm phạm tổ chức đại diện tập thể lao động đại diện cho người lao động khởi kiện vụ án lao động, tham gia tố tụng khi được người lao động ủy quyền: Trường hợp nhiều người lao động có cùng yêu cầu đối với người sử dụng lao động, trong cùng một doanh nghiệp, đơn vị thì họ được ủy quyền cho một đại diện của tổ chức đại diện tập thể lao động thay mặt họ khởi kiện vụ án lao động, tham gia tố tụng tại Tòa án: Người đại diện theo ủy quyền theo quy định của Bộ luật dân sự là người đại diện theo ủy quyền trong tố tụng dân sự: Đối với việc ly hôn, đương sự không được ủy quyền cho người khác thay mặt mình tham gia tố tụng: Trường hợp cha, mẹ, người thân thích khác yêu cầu Tòa án giải quyết ly hôn theo quy định tại khoản 2 Điều 51 của Luật hôn nhân và gia đình thì họ là người đại diện","Tại sao đối với việc ly hôn, đương sự không được ủy quyền cho người khác thay mặt mình tham gia tố tụng theo quy định của Điều 85?"
171,"Điều 429: Bảo đảm quyền chuyển tiền, tài sản thi hành bản án, quyết định dân sự của Tòa án nước ngoài, phán quyết của Trọng tài nước ngoài Nhà nước Việt Nam bảo đảm việc chuyển tiền, tài sản thi hành bản án, quyết định dân sự của Tòa án nước ngoài, phán quyết của Trọng tài nước ngoài đã được Tòa án Việt Nam công nhận và cho thi hành từ Việt Nam ra nước ngoài: Việc chuyển tiền, tài sản này được thực hiện theo quy định của pháp luật Việt Nam","Nếu có thay đổi về tỷ giá hối đoái giữa thời điểm công nhận và thời điểm thi hành, liệu có quy định nào để giải quyết vấn đề này không?"
324,"Điều 355: Thời hạn kháng nghị theo thủ tục tái thẩm Thời hạn kháng nghị theo thủ tục tái thẩm là 01 năm, kể từ ngày người có thẩm quyền kháng nghị biết được căn cứ để kháng nghị theo thủ tục tái thẩm quy định tại Điều 352 của Bộ luật này",Thời hạn kháng nghị là một yếu tố quan trọng trong việc đảm bảo tính công bằng và hiệu quả của quy trình tòa án. Làm thế nào để tòa án giám sát việc tuân thủ thời hạn này?
149,"Điều 471: Không thay đổi thẩm quyền giải quyết của Tòa án Vụ việc dân sự có yếu tố nước ngoài đã được một Tòa án Việt Nam thụ lý giải quyết theo quy định về thẩm quyền của Bộ luật này thì phải được Tòa án đó tiếp tục giải quyết mặc dù trong quá trình giải quyết có sự thay đổi quốc tịch, nơi cư trú, địa chỉ của các đương sự hoặc có tình tiết mới làm cho vụ việc dân sự đó thuộc thẩm quyền của Tòa án khác của Việt Nam hoặc của Tòa án nước ngoài","Khi có tình tiết mới làm thay đổi thẩm quyền của Tòa án, liệu có nguyên tắc nào quy định về việc tái kiểm tra và xác nhận thẩm quyền mới của Tòa án có thẩm quyền không?"
73,"Điều 156: Nghĩa vụ nộp tiền tạm ứng chi phí xem xét, thẩm định tại chỗ Người yêu cầu Tòa án xem xét, thẩm định tại chỗ phải nộp tiền tạm ứng chi phí xem xét, thẩm định tại chỗ theo yêu cầu của Tòa án: Trường hợp Tòa án xét thấy cần thiết và quyết định xem xét, thẩm định tại chỗ thì nguyên đơn, người yêu cầu giải quyết việc dân sự, người kháng cáo theo thủ tục phúc thẩm phải nộp tiền tạm ứng chi phí xem xét, thẩm định tại chỗ","Cách tính toán chi phí xem xét, thẩm định tại chỗ và tạm ứng tiền đối với các trường hợp được quy định trong điều 156?"
31,"Điều 411: Trình tự phiên họp xét tính hợp pháp của cuộc đình công Thẩm phán chủ trì phiên họp xét tính hợp pháp của cuộc đình công công bố quyết định mở phiên họp xét tính hợp pháp của cuộc đình công và tóm tắt nội dung đơn yêu cầu: Đại diện tổ chức đại diện tập thể lao động và đại diện của người sử dụng lao động trình bày ý kiến của mình: Thẩm phán chủ trì phiên họp xét tính hợp pháp của cuộc đình công có thể yêu cầu đại diện cơ quan, tổ chức tham gia phiên họp trình bày ý kiến: Kiểm sát viên phát biểu ý kiến của Viện kiểm sát về việc xét tính hợp pháp của cuộc đình công: Ngay sau khi kết thúc phiên họp, Kiểm sát viên phải gửi văn bản phát biểu ý kiến cho Tòa án để lưu vào hồ sơ việc dân sự: Hội đồng xét tính hợp pháp của cuộc đình công thảo luận và quyết định theo đa số",Thẩm phán chủ trì phiên họp xét tính hợp pháp của cuộc đình công có quyền yêu cầu tham gia của đại diện cơ quan hoặc tổ chức nào?
161,"Điều 246: Công nhận sự thoả thuận của các đương sự Chủ tọa phiên tòa hỏi các đương sự có thoả thuận được với nhau về việc giải quyết vụ án hay không trường hợp các đương sự thoả thuận được với nhau về việc giải quyết vụ án và thoả thuận của họ là tự nguyện, không vi phạm điều cấm của luật và không trái đạo đức xã hội thì Hội đồng xét xử ra quyết định công nhận sự thoả thuận của các đương sự về việc giải quyết vụ án: Quyết định công nhận sự thoả thuận của các đương sự về việc giải quyết vụ án có hiệu lực pháp luật theo quy định tại Điều 213 của Bộ luật này","Nếu một đương sự không có đại diện pháp lý và không hiểu rõ về nội dung thoả thuận, liệu quyết định của Hội đồng xét xử có thể bị đặt dấu hỏi về tính minh bạch và công bằng không?"
289,"Điều 352: Căn cứ để kháng nghị theo thủ tục tái thẩm Bản án, quyết định của Tòa án đã có hiệu lực pháp luật bị kháng nghị theo thủ tục tái thẩm khi có một trong những căn cứ sau đây Mới phát hiện được tình tiết quan trọng của vụ án mà đương sự đã không thể biết được trong quá trình giải quyết vụ án Có cơ sở chứng minh kết luận của người giám định, lời dịch của người phiên dịch không đúng sự thật hoặc có giả mạo chứng cứ Thẩm phán, Hội thẩm nhân dân, Kiểm sát viên cố ý làm sai lệch hồ sơ vụ án hoặc cố ý kết luận trái pháp luật Bản án, quyết định hình sự, hành chính, dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động của Tòa án hoặc quyết định của cơ quan nhà nước mà Tòa án căn cứ vào đó để giải quyết vụ án đã bị hủy bỏ",Điều 352 cung cấp một cơ chế để sửa đổi hoặc hủy bỏ quyết định của Tòa án khi có sự mắc sai sót hoặc vi phạm pháp luật. Điều này có tác động tích cực đến việc thúc đẩy tính chắc chắn và minh bạch trong hệ thống pháp luật không?
40,"Điều 6: Cung cấp chứng cứ và chứng minh trong tố tụng dân sự Đương sự có quyền và nghĩa vụ chủ động thu thập, giao nộp chứng cứ cho Tòa án và chứng minh cho yêu cầu của mình là có căn cứ và hợp pháp: Cơ quan, tổ chức, cá nhân khởi kiện, yêu cầu để bảo vệ quyền và lợi ích hợp pháp của người khác có quyền và nghĩa vụ thu thập, cung cấp chứng cứ, chứng minh như đương sự: Tòa án có trách nhiệm hỗ trợ đương sự trong việc thu thập chứng cứ và chỉ tiến hành thu thập, xác minh chứng cứ trong những trường hợp do Bộ luật này quy định","Theo Điều 6, điều gì quy định về quyền và nghĩa vụ của đương sự trong việc thu thập và cung cấp chứng cứ cho Tòa án?"
175,"Điều 429: Bảo đảm quyền chuyển tiền, tài sản thi hành bản án, quyết định dân sự của Tòa án nước ngoài, phán quyết của Trọng tài nước ngoài Nhà nước Việt Nam bảo đảm việc chuyển tiền, tài sản thi hành bản án, quyết định dân sự của Tòa án nước ngoài, phán quyết của Trọng tài nước ngoài đã được Tòa án Việt Nam công nhận và cho thi hành từ Việt Nam ra nước ngoài: Việc chuyển tiền, tài sản này được thực hiện theo quy định của pháp luật Việt Nam","Có quy định nào về trách nhiệm của các bên liên quan trong quá trình chuyển tiền, tài sản không?"
398,"Điều 354: Người có thẩm quyền kháng nghị theo thủ tục tái thẩm Chánh án Tòa án nhân dân tối cao, Viện trưởng Viện kiểm sát nhân dân tối cao có thẩm quyền kháng nghị theo thủ tục tái thẩm bản án, quyết định đã có hiệu lực pháp luật của Tòa án nhân dân cấp cao bản án, quyết định có hiệu lực pháp luật của Tòa án khác khi xét thấy cần thiết, trừ quyết định giám đốc thẩm của Hội đồng thẩm phán Tòa án nhân dân tối cao: Chánh án Tòa án nhân dân cấp cao, Viện trưởng Viện kiểm sát nhân dân cấp cao có thẩm quyền kháng nghị theo thủ tục tái thẩm bản án, quyết định đã có hiệu lực pháp luật của Tòa án nhân dân cấp tỉnh, Tòa án nhân dân cấp huyện trong phạm vi thẩm quyền theo lãnh thổ: Người đã kháng nghị bản án, quyết định đã có hiệu lực pháp luật có quyền quyết định tạm đình chỉ thi hành bản án, quyết định đó cho đến khi có quyết định tái thẩm","Trong quá trình thực hiện thủ tục tái thẩm, ai có thể tham gia và đóng vai trò gì?"
325,"Điều 355: Thời hạn kháng nghị theo thủ tục tái thẩm Thời hạn kháng nghị theo thủ tục tái thẩm là 01 năm, kể từ ngày người có thẩm quyền kháng nghị biết được căn cứ để kháng nghị theo thủ tục tái thẩm quy định tại Điều 352 của Bộ luật này",Có những hậu quả gì nếu người có thẩm quyền kháng nghị vi phạm thời hạn một năm quy định tại Điều 355?
227,"Điều 222: Yêu cầu chung đối với phiên tòa sơ thẩm Phiên tòa sơ thẩm phải được tiến hành đúng thời gian, địa điểm đã được ghi trong quyết định đưa vụ án ra xét xử hoặc trong giấy báo mở lại phiên tòa trong trường hợp phải hoãn phiên tòa",Tòa án có trách nhiệm thông báo thời gian và địa điểm phiên tòa sơ thẩm cho ai?
60,"Điều 493: Xử lý hành vi cản trở việc cấp, giao, nhận, tống đạt, thông báo văn bản tố tụng của Tòa án Người có một trong các hành vi sau đây thì tuỳ theo tính chất, mức độ vi phạm mà bị xử lý kỷ luật, xử phạt hành chính hoặc bị truy cứu trách nhiệm hình sự theo quy định của pháp luật Không thực hiện việc cấp, giao, tống đạt, thông báo văn bản tố tụng của Tòa án theo yêu cầu của Tòa án mà không có lý do chính đáng Hủy hoại văn bản tố tụng của Tòa án mà mình được giao để cấp, tống đạt, thông báo theo yêu cầu của Tòa án Giả mạo kết quả thực hiện việc tống đạt, thông báo văn bản tố tụng của Tòa án mà mình được giao thực hiện Ngăn cản việc cấp, giao, nhận, tống đạt, thông báo văn bản tố tụng của Tòa án","Những hậu quả pháp lý nếu người dân từ chối tuân thủ yêu cầu cấp, giao, nhận, tống đạt, thông báo văn bản tố tụng của Tòa án?"
385,"Điều 85: Người đại diện Người đại diện trong tố tụng dân sự bao gồm người đại diện theo pháp luật và người đại diện theo ủy quyền: Người đại diện có thể là cá nhân hoặc pháp nhân theo quy định của Bộ luật dân sự: Người đại diện theo pháp luật theo quy định của Bộ luật dân sự là người đại diện theo pháp luật trong tố tụng dân sự, trừ trường hợp bị hạn chế quyền đại diện theo quy định của pháp luật: Cơ quan, tổ chức, cá nhân khởi kiện để bảo vệ quyền và lợi ích hợp pháp của người khác cũng là người đại diện theo pháp luật trong tố tụng dân sự của người được bảo vệ: Tổ chức đại diện tập thể lao động là người đại diện theo pháp luật cho tập thể người lao động khởi kiện vụ án lao động, tham gia tố tụng tại Tòa án khi quyền, lợi ích hợp pháp của tập thể người lao động bị xâm phạm tổ chức đại diện tập thể lao động đại diện cho người lao động khởi kiện vụ án lao động, tham gia tố tụng khi được người lao động ủy quyền: Trường hợp nhiều người lao động có cùng yêu cầu đối với người sử dụng lao động, trong cùng một doanh nghiệp, đơn vị thì họ được ủy quyền cho một đại diện của tổ chức đại diện tập thể lao động thay mặt họ khởi kiện vụ án lao động, tham gia tố tụng tại Tòa án: Người đại diện theo ủy quyền theo quy định của Bộ luật dân sự là người đại diện theo ủy quyền trong tố tụng dân sự: Đối với việc ly hôn, đương sự không được ủy quyền cho người khác thay mặt mình tham gia tố tụng: Trường hợp cha, mẹ, người thân thích khác yêu cầu Tòa án giải quyết ly hôn theo quy định tại khoản 2 Điều 51 của Luật hôn nhân và gia đình thì họ là người đại diện","Trong tố tụng dân sự, người đại diện có quyền gì và trách nhiệm gì?"
102,"Điều 132: Các biện pháp khẩn cấp tạm thời khác Ngoài các biện pháp khẩn cấp tạm thời quy định tại các khoản từ khoản 1 đến khoản 16 Điều 114 của Bộ luật này, Tòa án có trách nhiệm giải quyết yêu cầu áp dụng biện pháp khẩn tạm thời khác do luật khác quy định",Quy trình và thủ tục nào được áp dụng khi đề xuất yêu cầu áp dụng biện pháp khẩn cấp tạm thời khác tại Tòa án?
159,"Điều 383: Quyết định thông báo tìm kiếm người vắng mặt tại nơi cư trú: Trường hợp chấp nhận đơn yêu cầu thì Tòa án ra quyết định thông báo tìm kiếm người vắng mặt tại nơi cư trú trường hợp có yêu cầu Tòa án áp dụng biện pháp quản lý tài sản của người vắng mặt đó tại nơi cư trú và được chấp nhận thì trong quyết định, Tòa án còn phải quyết định áp dụng biện pháp quản lý tài sản của người đó theo quy định của Bộ luật dân sự","Khi Tòa án thông báo tìm kiếm, liệu có quy định nào đảm bảo rằng thông tin này không làm ảnh hưởng đến quyền và uy tín của người vắng mặt?"
140,"Điều 471: Không thay đổi thẩm quyền giải quyết của Tòa án Vụ việc dân sự có yếu tố nước ngoài đã được một Tòa án Việt Nam thụ lý giải quyết theo quy định về thẩm quyền của Bộ luật này thì phải được Tòa án đó tiếp tục giải quyết mặc dù trong quá trình giải quyết có sự thay đổi quốc tịch, nơi cư trú, địa chỉ của các đương sự hoặc có tình tiết mới làm cho vụ việc dân sự đó thuộc thẩm quyền của Tòa án khác của Việt Nam hoặc của Tòa án nước ngoài","Khi có sự thay đổi về quốc tịch, nơi cư trú, địa chỉ của đương sự trong vụ án dân sự, liệu Tòa án có trách nhiệm thông báo và cập nhật thông tin này theo cách nào?"
302,Điều 185: Áp dụng quy định của Bộ luật dân sự về thời hiệu Các quy định của Bộ luật dân sự về thời hiệu được áp dụng trong tố tụng dân sự,Điều 185 có thể có ảnh hưởng đến việc đảm bảo tính công bằng và nhanh chóng trong quy trình tố tụng dân sự. Làm thế nào để đảm bảo rằng quy định này không bị lạm dụng hoặc làm chậm quá trình xét xử?
347,"Điều 326: Căn cứ, điều kiện để kháng nghị theo thủ tục giám đốc thẩm Bản án, quyết định của Tòa án đã có hiệu lực pháp luật bị kháng nghị theo thủ tục giám đốc thẩm khi có một trong những căn cứ sau đây Kết luận trong bản án, quyết định không phù hợp với những tình tiết khách quan của vụ án gây thiệt hại đến quyền, lợi ích hợp pháp của đương sự Có vi phạm nghiêm trọng thủ tục tố tụng làm cho đương sự không thực hiện được quyền, nghĩa vụ tố tụng của mình, dẫn đến quyền, lợi ích hợp pháp của họ không được bảo vệ theo đúng quy định của pháp luật Có sai lầm trong việc áp dụng pháp luật dẫn đến việc ra bản án, quyết định không đúng, gây thiệt hại đến quyền, lợi ích hợp pháp của đương sự, xâm phạm đến lợi ích công cộng, lợi ích của Nhà nước, quyền, lợi ích hợp pháp của người thứ ba: Người có thẩm quyền kháng nghị quy định tại Điều 331 của Bộ luật này kháng nghị bản án, quyết định của Tòa án đã có hiệu lực pháp luật khi có một trong các căn cứ quy định tại khoản 1 Điều này và có đơn đề nghị theo quy định tại Điều 328 của Bộ luật này hoặc có thông báo, kiến nghị theo quy định tại khoản 2 và khoản 3 Điều 327 của Bộ luật này trường hợp xâm phạm đến lợi ích công cộng, lợi ích của Nhà nước, quyền, lợi ích hợp pháp của người thứ ba thì không cần phải có đơn đề nghị","Nếu việc kháng nghị xâm phạm đến lợi ích công cộng, lợi ích của Nhà nước, quyền, lợi ích hợp pháp của người thứ ba, liệu cần phải có đơn đề nghị?"
448,"Điều 190: Gửi đơn khởi kiện đến Tòa án Người khởi kiện gửi đơn khởi kiện kèm theo tài liệu, chứng cứ mà mình hiện có đến Tòa án có thẩm quyền giải quyết vụ án bằng các phương thức sau đây Nộp trực tiếp tại Tòa án Gửi đến Tòa án theo đường dịch vụ bưu chính Gửi trực tuyến bằng hình thức điện tử qua Cổng thông tin điện tử của Tòa án (nếu có): Ngày khởi kiện là ngày đương sự nộp đơn khởi kiện tại Tòa án hoặc ngày được ghi trên dấu của tổ chức dịch vụ bưu chính nơi gửi: Trường hợp không xác định được ngày, tháng, năm theo dấu bưu chính nơi gửi thì ngày khởi kiện là ngày đương sự gửi đơn tại tổ chức dịch vụ bưu chính: Đương sự phải chứng minh ngày mình gửi đơn tại tổ chức dịch vụ bưu chính trường hợp đương sự không chứng minh được thì ngày khởi kiện là ngày Tòa án nhận được đơn khởi kiện do tổ chức dịch vụ bưu chính chuyển đến: Trường hợp người khởi kiện gửi đơn khởi kiện bằng phương thức gửi trực tuyến thì ngày khởi kiện là ngày gửi đơn: Trường hợp chuyển vụ án cho Tòa án khác theo quy định tại Điều 41 của Bộ luật này thì ngày khởi kiện là ngày gửi đơn khởi kiện đến Tòa án đã thụ lý nhưng không đúng thẩm quyền và được xác định theo quy định tại khoản 2 và khoản 3 Điều này: Tòa án nhân dân tối cao hướng dẫn thi hành Điều này",Có thể điều chỉnh ngày khởi kiện sau khi đơn đã được gửi đến Tòa án không?
162,"Điều 246: Công nhận sự thoả thuận của các đương sự Chủ tọa phiên tòa hỏi các đương sự có thoả thuận được với nhau về việc giải quyết vụ án hay không trường hợp các đương sự thoả thuận được với nhau về việc giải quyết vụ án và thoả thuận của họ là tự nguyện, không vi phạm điều cấm của luật và không trái đạo đức xã hội thì Hội đồng xét xử ra quyết định công nhận sự thoả thuận của các đương sự về việc giải quyết vụ án: Quyết định công nhận sự thoả thuận của các đương sự về việc giải quyết vụ án có hiệu lực pháp luật theo quy định tại Điều 213 của Bộ luật này","Trong trường hợp các đương sự không thoả thuận được với nhau, liệu có quy định cụ thể về cách giải quyết vụ án từ phía Hội đồng xét xử?"
168,"Điều 246: Công nhận sự thoả thuận của các đương sự Chủ tọa phiên tòa hỏi các đương sự có thoả thuận được với nhau về việc giải quyết vụ án hay không trường hợp các đương sự thoả thuận được với nhau về việc giải quyết vụ án và thoả thuận của họ là tự nguyện, không vi phạm điều cấm của luật và không trái đạo đức xã hội thì Hội đồng xét xử ra quyết định công nhận sự thoả thuận của các đương sự về việc giải quyết vụ án: Quyết định công nhận sự thoả thuận của các đương sự về việc giải quyết vụ án có hiệu lực pháp luật theo quy định tại Điều 213 của Bộ luật này","Trong trường hợp thoả thuận liên quan đến các vấn đề nhạy cảm như quyền lợi của trẻ em, liệu có cơ chế đặc biệt nào được áp dụng không?"
67,"Điều 493: Xử lý hành vi cản trở việc cấp, giao, nhận, tống đạt, thông báo văn bản tố tụng của Tòa án Người có một trong các hành vi sau đây thì tuỳ theo tính chất, mức độ vi phạm mà bị xử lý kỷ luật, xử phạt hành chính hoặc bị truy cứu trách nhiệm hình sự theo quy định của pháp luật Không thực hiện việc cấp, giao, tống đạt, thông báo văn bản tố tụng của Tòa án theo yêu cầu của Tòa án mà không có lý do chính đáng Hủy hoại văn bản tố tụng của Tòa án mà mình được giao để cấp, tống đạt, thông báo theo yêu cầu của Tòa án Giả mạo kết quả thực hiện việc tống đạt, thông báo văn bản tố tụng của Tòa án mà mình được giao thực hiện Ngăn cản việc cấp, giao, nhận, tống đạt, thông báo văn bản tố tụng của Tòa án","Trách nhiệm của các bên liên quan đối với việc ngăn cản việc cấp, giao, nhận, tống đạt, thông báo văn bản tố tụng của Tòa án như thế nào?"
33,"Điều 411: Trình tự phiên họp xét tính hợp pháp của cuộc đình công Thẩm phán chủ trì phiên họp xét tính hợp pháp của cuộc đình công công bố quyết định mở phiên họp xét tính hợp pháp của cuộc đình công và tóm tắt nội dung đơn yêu cầu: Đại diện tổ chức đại diện tập thể lao động và đại diện của người sử dụng lao động trình bày ý kiến của mình: Thẩm phán chủ trì phiên họp xét tính hợp pháp của cuộc đình công có thể yêu cầu đại diện cơ quan, tổ chức tham gia phiên họp trình bày ý kiến: Kiểm sát viên phát biểu ý kiến của Viện kiểm sát về việc xét tính hợp pháp của cuộc đình công: Ngay sau khi kết thúc phiên họp, Kiểm sát viên phải gửi văn bản phát biểu ý kiến cho Tòa án để lưu vào hồ sơ việc dân sự: Hội đồng xét tính hợp pháp của cuộc đình công thảo luận và quyết định theo đa số","Ngày kết thúc phiên họp, Kiểm sát viên cần gửi văn bản phát biểu ý kiến cho ai và vì mục đích gì?"
16,"Điều 45: Nguyên tắc giải quyết vụ việc dân sự trong trường hợp chưa có điều luật để áp dụng Việc áp dụng tập quán được thực hiện như sau Tòa án áp dụng tập quán để giải quyết vụ việc dân sự trong trường hợp các bên không có thỏa thuận và pháp luật không quy định: Tập quán không được trái với các nguyên tắc cơ bản của pháp luật dân sự quy định tại Điều 3 của Bộ luật dân sự: Khi yêu cầu Tòa án giải quyết vụ việc dân sự, đương sự có quyền viện dẫn tập quán để yêu cầu Tòa án xem xét áp dụng: Tòa án có trách nhiệm xác định giá trị áp dụng của tập quán bảo đảm đúng quy định tại Điều 5 của Bộ luật dân sự: Trường hợp các đương sự viện dẫn các tập quán khác nhau thì tập quán có giá trị áp dụng là tập quán được thừa nhận tại nơi phát sinh vụ việc dân sự: Việc áp dụng tương tự pháp luật được thực hiện như sau Tòa án áp dụng tương tự pháp luật để giải quyết vụ việc dân sự trong trường hợp các bên không có thỏa thuận, pháp luật không có quy định và không có tập quán được áp dụng theo quy định tại Điều 5 của Bộ luật dân sự và khoản 1 Điều này: Khi áp dụng tương tự pháp luật, Tòa án phải xác định rõ tính chất pháp lý của vụ việc dân sự, xác định rõ ràng trong hệ thống pháp luật hiện hành không có quy phạm pháp luật nào điều chỉnh quan hệ đó và xác định quy phạm pháp luật điều chỉnh quan hệ dân sự tương tự: Việc áp dụng các nguyên tắc cơ bản của pháp luật dân sự, án lệ, lẽ công bằng được thực hiện như sau Tòa án áp dụng các nguyên tắc cơ bản của pháp luật dân sự, án lệ, lẽ công bằng để giải quyết vụ việc dân sự khi không thể áp dụng tập quán, tương tự pháp luật theo quy định tại Điều 5 và khoản 1 Điều 6 của Bộ luật dân sự, khoản 1 và khoản 2 Điều này: Các nguyên tắc cơ bản của pháp luật dân sự là những nguyên tắc được quy định tại Điều 3 của Bộ luật dân sự: Án lệ được Tòa án nghiên cứu, áp dụng trong giải quyết vụ việc dân sự khi đã được Hội đồng Thẩm phán Tòa án nhân dân tối cao lựa chọn và được Chánh án Tòa án nhân dân tối cao công bố: Lẽ công bằng được xác định trên cơ sở lẽ phải được mọi người trong xã hội thừa nhận, phù hợp với nguyên tắc nhân đạo, không thiên vị và bình đẳng về quyền và nghĩa vụ của các đương sự trong vụ việc dân sự đó",Lẽ công bằng được xác định như thế nào khi Tòa án giải quyết vụ việc dân sự?
39,"Điều 411: Trình tự phiên họp xét tính hợp pháp của cuộc đình công Thẩm phán chủ trì phiên họp xét tính hợp pháp của cuộc đình công công bố quyết định mở phiên họp xét tính hợp pháp của cuộc đình công và tóm tắt nội dung đơn yêu cầu: Đại diện tổ chức đại diện tập thể lao động và đại diện của người sử dụng lao động trình bày ý kiến của mình: Thẩm phán chủ trì phiên họp xét tính hợp pháp của cuộc đình công có thể yêu cầu đại diện cơ quan, tổ chức tham gia phiên họp trình bày ý kiến: Kiểm sát viên phát biểu ý kiến của Viện kiểm sát về việc xét tính hợp pháp của cuộc đình công: Ngay sau khi kết thúc phiên họp, Kiểm sát viên phải gửi văn bản phát biểu ý kiến cho Tòa án để lưu vào hồ sơ việc dân sự: Hội đồng xét tính hợp pháp của cuộc đình công thảo luận và quyết định theo đa số",Người sử dụng lao động có thể đề nghị gì trong phiên họp xét tính hợp pháp của cuộc đình công theo quy định của Điều 411?
335,"Điều 368: Quyết định việc thay đổi người tiến hành tố tụng khi giải quyết việc dân sự Trước khi mở phiên họp, việc thay đổi Thẩm phán, Thư ký phiên họp do Chánh án của Tòa án đang giải quyết việc dân sự đó quyết định nếu Thẩm phán bị thay đổi là Chánh án của Tòa án đang giải quyết việc dân sự đó thì việc thay đổi do Chánh án Tòa án trên một cấp trực tiếp quyết định: Tại phiên họp giải quyết việc dân sự, việc thay đổi Thẩm phán, Thư ký phiên họp được thực hiện như sau Trường hợp việc dân sự do một Thẩm phán giải quyết thì việc thay đổi Thẩm phán, Thư ký phiên họp do Chánh án của Tòa án đang giải quyết việc dân sự đó quyết định nếu Thẩm phán bị thay đổi là Chánh án của Tòa án đang giải quyết việc dân sự đó thì việc thay đổi do Chánh án Tòa án trên một cấp trực tiếp quyết định Trường hợp việc dân sự do Hội đồng giải quyết việc dân sự gồm ba Thẩm phán giải quyết thì việc thay đổi thành viên Hội đồng, Thư ký phiên họp do Hội đồng giải quyết việc dân sự quyết định: Trước khi mở phiên họp, việc thay đổi Kiểm sát viên do Viện trưởng Viện kiểm sát cùng cấp quyết định: Tại phiên họp, việc thay đổi Kiểm sát viên do Thẩm phán, Hội đồng giải quyết việc dân sự quyết định: Trường hợp phải thay đổi Kiểm sát viên thì Thẩm phán, Hội đồng giải quyết việc dân sự ra quyết định hoãn phiên họp và thông báo cho Viện kiểm sát: Việc cử Kiểm sát viên thay thế Kiểm sát viên bị thay đổi do Viện trưởng Viện kiểm sát cùng cấp quyết định: Nếu Kiểm sát viên bị thay đổi là Viện trưởng Viện kiểm sát thì do Viện trưởng Viện kiểm sát cấp trên trực tiếp quyết định","Làm thế nào để đảm bảo tính công bằng và đáng tin cậy trong việc thay đổi Thẩm phán, Thư ký phiên họp khi giải quyết việc dân sự?"
466,"Điều 101: Xem xét, thẩm định tại chỗ Theo yêu cầu của đương sự hoặc khi xét thấy cần thiết, Thẩm phán tiến hành việc xem xét, thẩm định tại chỗ với sự có mặt của đại diện Ủy ban nhân dân cấp xã hoặc Công an xã, phường, thị trấn hoặc cơ quan, tổ chức nơi có đối tượng cần xem xét, thẩm định và phải báo trước việc xem xét, thẩm định tại chỗ để đương sự biết và chứng kiến việc xem xét, thẩm định đó: Việc xem xét, thẩm định tại chỗ phải được ghi thành biên bản: Biên bản phải ghi rõ kết quả xem xét, thẩm định, mô tả rõ hiện trường, có chữ ký của người xem xét, thẩm định và chữ ký hoặc điểm chỉ của đương sự nếu họ có mặt, của đại diện Ủy ban nhân dân cấp xã hoặc Công an xã, phường, thị trấn hoặc cơ quan, tổ chức nơi có đối tượng được xem xét, thẩm định và những người khác được mời tham gia việc xem xét, thẩm định: Sau khi lập xong biên bản, người xem xét, thẩm định phải yêu cầu đại diện Ủy ban nhân dân cấp xã hoặc Công an xã, phường, thị trấn hoặc cơ quan, tổ chức nơi có đối tượng được xem xét, thẩm định ký tên và đóng dấu xác nhận: Nghiêm cấm mọi hành vi cản trở việc xem xét, thẩm định tại chỗ: Thẩm phán có quyền đề nghị Ủy ban nhân dân cấp xã, Công an xã, phường, thị trấn nơi có đối tượng được xem xét, thẩm định tại chỗ hỗ trợ trong trường hợp có hành vi cản trở việc xem xét, thẩm định tại chỗ","Thẩm phán phải thực hiện những biện pháp gì để đảm bảo an toàn và trật tự trong quá trình xem xét, thẩm định tại chỗ?"
